## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id;entity.name;entity.thumbnailUrl;entity.value;entity.category;entity.description;entity.categoryId
24-WG085_Group;Set of Sprite Yoga Straps;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-strap-set.jpg;14;Gear, Equipment;"<p>Great set of Sprite Yoga Straps for every stretch and hold you need. There are three straps in this set: 6', 8' and 10'.</p>
<ul>
<li>100% soft and durable cotton.</li>
<li>Plastic cinch buckle is easy to use.</li>
<li>Choice of three natural colors made from phthalate and heavy metal free dyes.</li>
</ul>";5
24-WG080;Sprite Yoga Companion Kit;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/l/u/luma-yoga-kit-2.jpg;61;Gear, Equipment;"<p>A well-rounded yoga workout takes more than a mat. The Sprite Yoga Companion Kit helps stock your studio with the basics you need for a full-range workout. The kit is composed of four best-selling Luma Sprite accessories in one easy bundle: statis ball, foam block, yoga strap, and foam roller. Choose sizes and colors and leave the rest to us. The kit includes:</p>
<ul>
<li>Sprite Statis Ball</li>
<li>Sprite Foam Yoga Brick</li>
<li>Sprite Yoga Strap</li>
<li>Sprite Foam Roller</li>
</ul>";5
24-WG02;Didi Sport Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg02-bk-0.jpg;92;Gear, Equipment;"<p>The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>
</ul>";7
24-WG03;Clamber Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg03-gr-0.jpg;54;Gear, Equipment;"<p>Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face features an illuminated digital read-out of the current time and stopwatch functions.</p>
<ul>
<li>Japanese quartz movement.</li>
<li>Strap fits 5"" to 6.0"".</li>
</ul>";6
24-WG01;Bolo Sport Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg01-bk-0.jpg;49;Gear;"<p>The Bolo Sport Watch is sleek, sporty and sized just right to fit your smaller wrist. Easy to read and set up, it features a large digital face and button-activated alarm and stopwatch. The soft-touch resin band promises no-pinch comfort, while the water-resistant design lets you take your workout to the lap pool.</p>
<ul>
<li>Displays time, day and date.</li>
<li>Two-tone design.</li>
<li>12/24 hour formats.</li>
<li>Nickel-free buckle on band.</li>
<li>Battery included.</li>
</ul>";6
24-WG09;Luma Analog Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/g/wg09-gr-0.jpg;43;Gear;"<p>Designed to stand up to your active lifestyle, this women's Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.</p>
<ul>
<li>Precision Miyota&reg; three-hand movement.</li>
</ul>";6
24-MG02;Dash Digital Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg02-bk-0.jpg;92;Gear, Equipment;"<p>The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>
</ul>";7
24-MG05;Cruise Dual Analog Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg05-br-0.jpg;55;Gear;"<p>Whether you're traveling or wish you were, you'll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.</p>
<ul>
<li>Two dials.</li>
<li>Stainless steel case.</li>
<li>Adjustable leather band.</li>
</ul>";7
24-MG03;Summit Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg03-br-0.jpg;54;Gear;"<p>Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.</p>
<ul>
<li>Brushed metal case.</li>
<li>Water resistant (100 meters).</li>
<li>Buckle clasp.</li>
<li>Strap fits 7"" - 10"".</li>
<li>1-year limited warranty.</li>
</ul>";7
24-MG01;Endurance Watch;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/g/mg01-bk-0.jpg;49;Gear;"<p>It's easy to track and monitor your training progress with the Endurance Watch. You'll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Strap fits 7"" to 10"".</li>
<li>1-year limited warranty.</li>
<li>Comes with polished metal case.</li>
</ul>";6
WSH05;Bess Yoga Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh05-blue_main_1.jpg;28;Women / Bottoms;"<p>Designed for intense physical activity &ndash; think bikram &ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.</p>
<p>&bull; Navy cotton shorts with light bue waist detail.<br />&bull; Front shirred waistband.<br />&bull; Flat-lock, chafe-free side seams.<br />&bull; Vented gusset.<br />&bull; Hidden interior pocket.<br />&bull; Sustainable and recycled fabric.</p>";30
WH05;Selene Yoga Hoodie;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/h/wh05-white_main_1.jpg;42;Women / Tops;"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>";24
MSH09;Troy Yoga Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh09-blue_main_1.jpg;24;Men / Bottoms;"<p>The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.</p>
<p>&bull; Navy polyester pinstripe shorts.<br />&bull; Woven fabric with moderate stretch.<br />&bull; 62% cotton/34% nylon/4% spandex.<br />&bull; LumaTech&trade; lining.</p>";35
MSH05;Hawkeye Yoga Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/m/s/msh05-gray_main_1.jpg;29;Men / Bottoms;"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>";35
243-MB09;Luma Virtual Gift Card;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/g/i/gift-card-virtual-custom.jpg;0;Gift Cards;A Luma virtual gift card is emailed with an optional message to your special someone. It can be redeemed on any of the Luma family of websites and will never expire. Give the gift of purchase power!;
WSH12;Erika Running Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh12-green_main_1.jpg;45;Women / Bottoms;"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p>
<p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>";34
WSH11;Ina Compression Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh11-blue_main_1.jpg;49;Women / Bottoms;"<p>One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.</p>
<p>&bull; Royal blue bike shorts.<br />&bull; Compression fit. <br />&bull; Moisture-wicking. <br />&bull; Anti-microbial. <br />&bull; Machine wash/dry.</p>";34
WSH10;Ana Running Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh10-black_main_1.jpg;40;Women / Bottoms;"<p>Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.</p>
<p>&bull; Black/pink two-layer shorts.<br />&bull; Low-rise elastic waistband.<br />&bull; Relaxed fit. <br />&bull; Ultra-lightweight fabric. <br />&bull; Internal drawstring. <br />&bull; Machine wash/dry.</p>";36
WSH09;Mimi All-Purpose Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh09-gray_main_1.jpg;44;Women / Bottoms;"<p>You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.</p>
<p>&bull; Gray/seafoam two-layer shorts.<br />&bull; Water-resistant construction.<br />&bull; Inner mesh brief for breathable support.<br />&bull; 2.0"" inseam.<br />&bull; Reflective trim for visibility.</p>";28
WSH08;Sybil Running Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh08-purple_main_1.jpg;44;Women / Bottoms;"<p>Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.</p>
<p>&bull; Blue running shorts with green waist.<br />&bull; Drawstring-adjustable waist.<br />&bull; 4"" inseam. Machine wash/line dry.</p>";35
WSH07;Echo Fit Compression Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh07-black_main_1.jpg;24;New Luma Yoga Collection;"<p>Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.</p>
<p>&bull; Black compression shorts.<br />&bull; High-waisted cut.<br />&bull; Compression fit.<br />&bull; Inseam: 1.0"". <br />&bull; Machine wash/dry.</p>";22
WSH06;Angel Light Running Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh06-gray_main_1.jpg;42;Women / Bottoms;"<p>The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&reg; performance technology, it can whisk away sweat and block UV rays.</p>
<p>&bull; Dark heather gray running shorts.<br />&bull; Snug fit. <br />&bull; Elastic waistband. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";28
WSH04;Artemis Running Short;https://magdev11.adobedemo.com/media/catalog/product/cache/7fa649b51b890fd1480d6dfbd7897a94/w/s/wsh04-black_main_1.jpg;45;Women / Bottoms;"<p>Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.</p>
<p>&bull; Black rouched shorts with mint waist. <br />&bull; Soft, lightweight construction.<br />&bull; LumaTech&trade; wicking technology.<br />&bull; Semi-fitted.</p>";28
